id,default_airport_code,country_code,country_name,continent_name,longitude,latitude,city_name
30000692,HAN,VN,Vietnam,Asia,105.839996337891,21.0300006866455,Hanoi
30000724,SGN,VN,Vietnam,Asia,106.662498474121,10.7591800689697,Ho Chi Minh City
30000746,HUI,VN,Vietnam,Asia,107.580001831055,16.4799995422363,Hue
90483432,NHA,VN,Vietnam,Asia,109.183334350586,12.25,Nha Trang
30000743,HUN,TW,Taiwan,Asia,121.599998474121,24.0,Hualien
30000850,KHH,TW,Taiwan,Asia,120.269996643066,22.6299991607666,Kaohsiung
30001755,TSA,TW,Taiwan,Asia,121.449996948242,25.0200004577637,Taipei
30000283,BUZ,IR,Iran,Asia Minor,50.8300018310547,28.9200000762939,Bushehr
30001665,SYZ,IR,Iran,Asia Minor,52.5699996948242,29.6299991607666,Shiraz
30001777,THR,IR,Iran,Asia Minor,51.4300003051758,35.6699981689453,Tehran
90486378,MHD,IR,Iran,Asia Minor,59.5999984741211,36.2999992370605,Mashhad
90490012,TBZ,IR,Iran,Asia Minor,46.2899360656738,38.080696105957,Tabriz
90488653,LXA,CN,China,Asia,91.1408538818359,29.6455535888672,Lhasa
30000491,DOK,UA,Ukraine,Europe,37.8199996948242,48.0,Donetsk
30000881,HRK,UA,Ukraine,Europe,36.208309173583984,49.989669799804688,Kharkov
30000884,IEV,UA,Ukraine,Europe,30.5200004577637,50.4300003051758,Kiev
30001044,VSG,UA,Ukraine,Europe,39.3300018310547,48.5699996948242,Luhansk
30001050,LWO,UA,Ukraine,Europe,24.0297203063965,49.8396797180176,Lvov
30001292,ODS,UA,Ukraine,Europe,30.7299995422363,46.4700012207031,Odessa
30001671,SIP,UA,Ukraine,Europe,34.0999984741211,44.9500007629395,Simferopol
90486334,CWC,UA,Ukraine,Europe,25.9343891143799,48.2925415039062,Chernivtsi
90487400,DNK,UA,Ukraine,Europe,35.1378898620605,48.4228897094727,Dnepropetrovsk
30000002,AES,NO,Norway,Europe,6.14947986602783,62.4722290039062,Aalesund
30000058,ALF,NO,Norway,Europe,23.2700004577637,69.9800033569336,Alta
30000186,BGO,NO,Norway,Europe,5.3318510055542,60.3880729675293,Bergen
30000222,BOO,NO,Norway,Europe,14.3699998855591,67.2900009155273,Bodo
30000266,BNN,NO,Norway,Europe,12.2082138061523,65.47265625,Bronnoysund
30000571,FRO,NO,Norway,Europe,5.0288610458374,61.59912109375,Floro
30000689,HFT,NO,Norway,Europe,23.7099990844727,70.6800003051758,Hammerfest
30000699,NVK,NO,Norway,Europe,17.4200000762939,68.4499969482422,Harstad Narvik
30000703,HAU,NO,Norway,Europe,5.2699990272522,59.4199981689453,Haugesund
30000895,KKN,NO,Norway,Europe,30.0300006866455,69.7300033569336,Kirkenes
30000918,KRS,NO,Norway,Europe,7.98999881744385,58.1500015258789,Kristiansand
30000919,KSU,NO,Norway,Europe,7.76000022888184,63.1199989318848,Kristiansund
30000991,LKN,NO,Norway,Europe,13.6000003814697,68.1600036621094,Leknes
30001030,LYR,NO,Norway,Europe,15.6487503051758,78.2185897827148,Longyearbyen
30001158,MOL,NO,Norway,Europe,7.17999982833862,62.7400016784668,Molde
30001315,OSL,NO,Norway,Europe,10.75,59.9099998474121,Oslo
30001603,SDN,NO,Norway,Europe,6.21999883651733,61.7799987792969,Sandane
30001604,SSJ,NO,Norway,Europe,12.6086902618408,66.015998840332,Sandnessjoen
30001686,SOG,NO,Norway,Europe,6.30557203292847,58.3457107543945,Sogndal
30001724,SVG,NO,Norway,Europe,5.71000003814697,58.9700012207031,Stavanger
30001834,TOS,NO,Norway,Europe,18.9550838470459,69.6488952636719,Tromso
30001835,TRD,NO,Norway,Europe,10.399998664856,63.439998626709,Trondheim
30001872,VDS,NO,Norway,Europe,29.7512092590332,70.0818176269531,Vadso
90482105,ANX,NO,Norway,Europe,16.1100006103516,69.3199996948242,Andenes
90483932,SVJ,NO,Norway,Europe,14.5669527053833,68.235710144043,Svolvaer
90485929,RYG,NO,Norway,Europe,10.7281761169434,59.3976593017578,Rygge
90486105,BDU,NO,Norway,Europe,18.5288219451904,69.0731735229492,Bardufoss
90486458,HVG,NO,Norway,Europe,25.9830589294434,70.9760208129883,Honningsvag
90486459,VAW,NO,Norway,Europe,31.1065902709961,70.3698348999023,Vardo
90486460,BJF,NO,Norway,Europe,29.71484375,70.6339950561523,Batsfjord
90486461,VDB,NO,Norway,Europe,9.22695064544678,60.9827651977539,Fagernes
90486462,RRS,NO,Norway,Europe,11.3919525146484,62.5780487060547,Roros
90486463,FDE,NO,Norway,Europe,5.84386396408081,61.4519309997559,Forde
90486464,MEH,NO,Norway,Europe,27.8518524169922,71.0360946655273,Mehamn
90486465,SOJ,NO,Norway,Europe,21.9742012023926,69.946891784668,Sorkjosen
90486466,BVG,NO,Norway,Europe,29.0947647094727,70.8617630004883,Berlevag
90486468,HOV,NO,Norway,Europe,6.12720155715942,62.2028923034668,Orsta
90486469,SKN,NO,Norway,Europe,14.9054355621338,68.5630035400391,Stokmarknes
30001508,RIX,LV,Latvia,Europe,24.1299991607666,56.9700012207031,Riga
90485928,PLQ,LT,Lithuania,Europe,21.0715484619141,55.9208984375,Palanga
90486330,LPX,LV,Latvia,Europe,21.0115833282471,56.4893341064453,Liepaja
90486352,VNT,LV,Latvia,Europe,21.5926265716553,57.3949966430664,Ventspils
30000045,AHO,IT,Italy,Europe,8.3100004196167,40.5699996948242,Alghero
30000070,AOI,IT,Italy,Europe,13.51894474029541,43.615829467773438,Ancona
30000151,BRI,IT,Italy,Europe,16.869255065918,41.1260833740234,Bari
30000185,BGY,IT,Italy,Europe,9.66995239257812,45.6949043273926,Bergamo
30000226,BLQ,IT,Italy,Europe,11.3400001525879,44.5,Bologna
30000254,VBS,IT,Italy,Europe,10.2200002670288,45.5499992370605,Brescia
30000258,BDS,IT,Italy,Europe,17.930000305175781,40.639999389648438,Brindisi
30000288,CAG,IT,Italy,Europe,9.10922813415527,39.2154579162598,Cagliari
30000328,CTA,IT,Italy,Europe,15.0799999237061,37.5,Catania
30000533,EBA,IT,Italy,Europe,10.19273853302,42.7781867980957,Elba Island
30000567,FLR,IT,Italy,Europe,11.256870269775391,43.768718719482422,Florence
30000572,FRL,IT,Italy,Europe,12.0410223007202,44.222526550293,Forli
30000615,GOA,IT,Italy,Europe,8.93000030517578,44.4199981689453,Genoa
30000959,SUF,IT,Italy,Europe,16.2900009155273,38.9500007629395,Lamezia Terme
30000960,LMP,IT,Italy,Europe,12.6098165512085,35.5011138916016,Lampedusa
30001141,MIL,IT,Italy,Europe,9.1881256103515625,45.463672637939453,Milan
30001224,NAP,IT,Italy,Europe,14.251635551452637,40.840095520019531,Naples
30001300,OLB,IT,Italy,Europe,9.48685359954834,40.9225120544434,Olbia
30001333,PMO,IT,Italy,Europe,13.3599996566772,38.1199989318848,Palermo
30001344,PNL,IT,Italy,Europe,12.0,36.7799987792969,Pantelleria
30001376,PEG,IT,Italy,Europe,12.3891716003418,43.1107025146484,Perugia
30001377,PSR,IT,Italy,Europe,14.2140941619873,42.4648246765137,Pescara
30001390,PSA,IT,Italy,Europe,10.3999996185303,43.7200012207031,Pisa
30001494,REG,IT,Italy,Europe,15.6439332962036,38.1092910766602,Reggio Calabria
30001510,RMI,IT,Italy,Europe,12.5630693435669,44.0590553283691,Rimini
30001533,ROM,IT,Italy,Europe,12.4823226928711,41.8954658508301,Rome
30001826,TPS,IT,Italy,Europe,12.5178270339966,38.0171089172363,Trapani
30001830,TSF,IT,Italy,Europe,12.2431535720825,45.666919708252,Treviso
30001831,TRS,IT,Italy,Europe,13.7688541412354,45.649486541748,Trieste
30001847,TRN,IT,Italy,Europe,7.68686485290527,45.0703659057617,Turin
30001892,VCE,IT,Italy,Europe,12.3299999237061,45.4300003051758,Venice
30001896,VRN,IT,Italy,Europe,10.9927949905396,45.4386901855469,Verona
90482120,AOT,IT,Italy,Europe,7.31346130371094,45.7346115112305,Aosta
90482378,BZO,IT,Italy,Europe,11.358388900756836,46.496906280517578,Bolzano
90482689,CUF,IT,Italy,Europe,7.54711103439331,44.388801574707,Cuneo
90482822,FOG,IT,Italy,Europe,15.54469871521,41.4623336791992,Foggia
90483524,PMF,IT,Italy,Europe,10.3325147628784,44.8044471740723,Parme
90483948,TAR,IT,Italy,Europe,17.2400074005127,40.46923828125,Taranto
90484382,VNM,IT,Italy,Europe,7.60713911056519,43.7904167175293,Ventimiglia
90484447,ALL,IT,Italy,Europe,8.21495819091797,44.0484504699707,Albenga
90485054,TTB,IT,Italy,Europe,9.65784931182861,39.9266357421875,Tortolì
90486094,CRV,IT,Italy,Europe,17.1270790100098,39.080738067627,Crotone
30001065,SEZ,SC,Seychelles,Indian ocean islands,55.480396270752,-4.68266916275024,Mahe Island
30001439,PRI,SC,Seychelles,Indian ocean islands,55.7467269897461,-4.33259057998657,Praslin Island
30001979,YAP,FM,Micronesia,Australia and oceania,142.0,9.0,Yap
30000012,ACC,GH,Ghana,Africa,-0.200000002980232,5.55999994277954,Accra
30000010,ABS,EG,Egypt,Asia Minor,31.595100402832,22.346700668335,Abu Simbel
30000043,ALY,EG,Egypt,Asia Minor,29.9500007629395,31.2199993133545,Alexandria
30000108,ASW,EG,Egypt,Asia Minor,32.919998,24.08,Aswan
30000291,CAI,EG,Egypt,Asia Minor,31.25,30.0599994659424,Cairo
30000750,HRG,EG,Egypt,Asia Minor,33.830001,27.229999,Hurghada
30001049,LXR,EG,Egypt,Asia Minor,32.6500015258789,25.7000007629395,Luxor
30001656,SSH,EG,Egypt,Asia Minor,34.289988,27.851118,Sharm El Sheikh
80123202,RMF,EG,Egypt,Asia Minor,34.899971,25.0665,Marsa Alam
80462033,TCP,EG,Egypt,Asia Minor,34.883333,29.5,Taba
90486707,ATZ,EG,Egypt,Asia Minor,31.1850490570068,27.183780670166,Asyut
30001122,MLN,ES,Spain,Europe,-2.938484,35.291937,Melilla
30000445,DSS,SN,Senegal,Africa,-17.4799995422363,14.7200002670288,Dakar
90486384,CSK,SN,Senegal,Africa,-16.7165775299072,12.3571271896362,Cap Skirring
30000848,KAN,NG,Nigeria,Africa,8.5,11.5,Kano
30000954,LOS,NG,Nigeria,Africa,3.39582991600037,6.45306015014648,Lagos
80474867,ABV,NG,Nigeria,Africa,7.17,9.18,Abuja
30000485,DJE,TN,Tunisia,Africa,10.8451471328735,33.8075981140137,Djerba
30001161,MIR,TN,Tunisia,Africa,10.833333015441895,35.666664123535156,Monastir
30001651,SFA,TN,Tunisia,Africa,10.7613000869751,34.7451591491699,Sfax
30001844,TUN,TN,Tunisia,Africa,10.2200002670288,36.8400001525879,Tunis
90483994,TOE,TN,Tunisia,Africa,8.13121318817139,33.9240303039551,Tozeur
90486492,GAF,TN,Tunisia,Africa,8.78460025787354,34.4193000793457,Gafsa
90486491,TBJ,TN,Tunisia,Africa,8.75809955596924,36.9519996643066,Tabarka
90487065,NBE,TN,Tunisia,Africa,10.3816995620728,36.1352005004883,Enfidha
90487449,PHG,NG,Nigeria,Africa,7.00545310974121,4.78482103347778,Port Harcourt
90489869,Tatooine,TN,Tunisia,Africa,7.8427791595458984,33.9942741394043,Tatooine
30000094,AQP,PE,Peru,South America,-71.5299987792969,-16.3899993896484,Arequipa
30000369,CIX,PE,Peru,South America,-79.8399963378906,-6.76000022888184,Chiclayo
30000442,CUZ,PE,Peru,South America,-71.9873123168945,-13.5255603790283,Cuzco
30000786,IQT,PE,Peru,South America,-73.1999969482422,-3.75,Iquitos
30000832,JUL,PE,Peru,South America,-70.1399993896484,-15.5,Juliaca
30001008,SMG,PE,Peru,South America,-77.0500030517578,-12.0699987411499,Lima
30001449,PCL,PE,Peru,South America,-74.5299987792969,-8.39000034332275,Pucallpa
30001767,TPP,PE,Peru,South America,-76.4800033569336,-6.51000022888184,Tarapoto
30001837,TRU,PE,Peru,South America,-79.0299987792969,-8.10999870300293,Trujillo
90486119,PEM,PE,Peru,South America,-69.1918869018555,-12.6034202575684,Puerto Maldonado
90486123,PIU,PE,Peru,South America,-80.6248016357422,-5.19352006912231,Piura
90486124,TCQ,PE,Peru,South America,-70.2509994506836,-18.017599105835,Tacna
90486483,BGW,IQ,Iraq,Asia Minor,44.3922004699707,33.3157005310059,Baghdad
90487396,EBL,IQ,Iraq,Asia Minor,44.0161094665527,36.1798515319824,Erbil
30000130,BAH,BH,Bahrain,Asia Minor,50.6377716064453,25.9304141998291,Bahrain
30000143,BKK,TH,Thailand,Asia,100.5,13.729998588562,Bangkok
30000365,CNX,TH,Thailand,Asia,99.0,18.75,Chiang Mai
30000366,CEI,TH,Thailand,Asia,99.916664,19.916666,Chiang Rai
30000702,HDY,TH,Thailand,Asia,100.470001,7.0,Hat Yai
30000905,USM,TH,Thailand,Asia,100.005077,9.498998,Koh Samui
30001063,HGN,TH,Thailand,Asia,97.93,19.27,Mae Hong Son
30001215,NAK,TH,Thailand,Asia,102.099998,15.0,Nakhon Ratchasima
30001383,PHS,TH,Thailand,Asia,100.269996,16.819999,Phitsanulok
30001386,HKT,TH,Thailand,Asia,98.3515014648438,7.97500801086426,Phuket
30001564,SNO,TH,Thailand,Asia,104.151199,17.16346,Sakon Nakhon
30001743,URT,TH,Thailand,Asia,99.330001,9.14,Surat Thani
30001856,UTH,TH,Thailand,Asia,102.79,17.409999,Udon Thani
90483085,KKC,TH,Thailand,Asia,102.830001831055,16.4200000762939,Khon Kaen
90483109,KBV,TH,Thailand,Asia,98.910003,8.05,Krabi
90483529,PYX,TH,Thailand,Asia,100.900001,12.92,Pattaya
90486353,TDX,TH,Thailand,Asia,102.517692565918,12.2424716949463,Trat
90486358,UBP,TH,Thailand,Asia,104.859443664551,15.2280559539795,Ubon Ratchathani
30000208,FRU,KG,Kyrgyzstan,Asia,74.57,42.869999,Bishkek
30000398,RML,LK,Sri Lanka,Asia,79.8499984741211,6.92999887466431,Colombo
30000787,IKT,RU,Russia,Europe,104.23999786377,52.3300018310547,Irkutsk
30000140,BDO,ID,Indonesia,Asia,107.599998474121,-6.90999889373779,Bandung
30000809,JKT,ID,Indonesia,Asia,106.83000183105469,-6.179999828338623,Jakarta
30001074,MDC,ID,Indonesia,Asia,124.839996337891,1.5,Manado
30001114,MES,ID,Indonesia,Asia,98.6699981689453,3.589998960495,Medan
30001327,PDG,ID,Indonesia,Asia,100.349998474121,-0.949999988079071,Padang
30001332,PLM,ID,Indonesia,Asia,104.75,-2.99000000953674,Palembang
30001742,SUB,ID,Indonesia,Asia,112.73999786377,-7.23999881744385,Surabaya
30001984,JOG,ID,Indonesia,Asia,110.370002746582,-7.78000020980835,Yogyakarta
90486498,HPH,VN,Vietnam,Asia,106.683334350586,20.8500003814697,Hai Phong
90486360,BTJ,ID,Indonesia,Asia,95.3190536499023,5.54618215560913,Banda Aceh
90486361,SOC,ID,Indonesia,Asia,110.823097229004,-7.56868982315063,Solo City
90486497,VCA,VN,Vietnam,Asia,105.783332824707,10.033332824707,Can Tho
30000790,ISB,PK,Pakistan,Asia,73.0599975585938,33.7200012207031,Islamabad
30000853,KHI,PK,Pakistan,Asia,67.0100021362305,24.8600006103516,Karachi
30000956,LHE,PK,Pakistan,Asia,74.3499984741211,31.5599994659424,Lahore
30001378,PEW,PK,Pakistan,Asia,71.5400009155273,34.0099983215332,Peshawar
90486062,AGX,IN,India,Asia,72.175567626953125,10.823575019836426,Agatti
90486067,IXC,IN,India,Asia,76.784439086914062,30.73777961730957,Chandigarh
90486068,JLR,IN,India,Asia,79.944206237793,23.1636295318604,Jabalpur
90486091,ATQ,IN,India,Asia,74.8715515136719,31.6308898925781,Amritsar
90486098,IXL,IN,India,Asia,77.5801162719727,34.1803092956543,Leh
90486103,BHJ,IN,India,Asia,69.6625595092773,23.2516708374023,Bhuj
90486647,DHM,IN,India,Asia,76.3188400268555,32.2206611633301,Dharamsala
30000204,BTU,MY,Malaysia,Asia,113.029998779297,3.17000007629395,Bintulu
30000913,BKI,MY,Malaysia,Asia,116.069999694824,5.96999883651733,Kota Kinabalu
30000923,KCH,MY,Malaysia,Asia,110.339996337891,1.54999995231628,Kuching
30001602,SDK,MY,Malaysia,Asia,118.110000610352,5.84999895095825,Sandakan
30001064,GDX,RU,Russia,Europe,150.800003051758,59.5699996948242,Magadan
30000969,LCA,CY,Cyprus,Europe,33.6300010681152,34.9199981689453,Larnaca
30001260,NIC,CY,Cyprus,Europe,33.3800010681152,35.1599998474121,Nicosia
30001346,PFO,CY,Cyprus,Europe,32.4099998474121,34.7700004577637,Paphos
90485211,,CY,Cyprus,Europe,33.6300010681152,34.9199981689453,Larnaka
30001977,RGN,MM,Myanmar,Asia,96.1500015258789,16.7900009155273,Yangon
90483287,MDL,MM,Myanmar,Asia,96.0899963378906,21.9799995422363,Mandalay
30001775,TBS,GE,Georgia,Europe,44.79,41.720001,Tbilisi
30001974,YKS,RU,Russia,Europe,129.729507446289,62.0453605651855,Yakutsk
30001983,EVN,AM,Armenia,Asia,44.52,40.169998,Yerevan
30001072,MLA,MT,Malta,Europe,14.5124998092651,35.897777557373,Valletta
30001149,MSQ,BY,Belarus,Europe,27.549999237060547,53.909999847412109,Minsk
30000019,AGF,FR,France,Europe,0.62000000476837158,44.200000762939453,Agen
30000026,AJA,FR,France,Europe,8.73687934875488,41.9186477661133,Ajaccio
30000072,ANE,FR,France,Europe,-0.549000024795532,47.4694290161133,Angers
30000074,ANG,FR,France,Europe,0.160924002528191,45.6483383178711,Angouleme
30000078,NCY,FR,France,Europe,6.12845516204834,45.8996238708496,Annecy
30000121,AUR,FR,France,Europe,2.4300000667572,44.9199981689453,Aurillac
30000124,AVN,FR,France,Europe,4.8105549812316895,43.959991455078125,Avignon
30000160,BIA,FR,France,Europe,9.45074653625488,42.7021369934082,Bastia
30000168,BVA,FR,France,Europe,2.08106994628906,49.4292907714844,Beauvais
30000187,EGC,FR,France,Europe,0.479999989271164,44.8600006103516,Bergerac
30000191,QBQ,FR,France,Europe,6.0255661010742188,47.2412223815918,Besancon
30000193,BZR,FR,France,Europe,3.2141530513763428,43.348411560058594,Beziers
30000198,BIQ,FR,France,Europe,-1.5608789920806885,43.482254028320312,Biarritz
30000231,BOD,FR,France,Europe,-0.579999983310699,44.8400001525879,Bordeaux
30000255,BES,FR,France,Europe,-4.5,48.3899993896484,Brest
30000262,BVE,FR,France,Europe,1.5339399576187134,45.159549713134766,Brive La Gaillarde
30000287,CFR,FR,France,Europe,-0.36026960611343384,49.184665679931641,Caen
30000292,CQF,FR,France,Europe,1.85214304924011,50.9578628540039,Calais
30000298,CLY,FR,France,Europe,8.75710868835449,42.5667839050293,Calvi
30000308,CEQ,FR,France,Europe,7.0105938911437988,43.550872802734375,Cannes
30000315,CCF,FR,France,Europe,2.3560988903045654,43.212604522705078,Carcassonne
30000327,DCM,FR,France,Europe,2.24100756645203,43.6052894592285,Castres
30000339,CMF,FR,France,Europe,5.92068099975586,45.5679397583008,Chambery
30000355,CHR,FR,France,Europe,1.6918209791183472,46.808242797851562,Chateauroux
30000363,CER,FR,France,Europe,-1.62999999523163,49.6399993896484,Cherbourg
30000385,CFE,FR,France,Europe,3.0799999237060547,45.779998779296875,Clermont Ferrand
30000459,XDA,FR,France,Europe,-1.05540895462036,43.7094573974609,Dax
30000481,DIJ,FR,France,Europe,5.0439872741699219,47.327213287353516,Dijon
30000482,DNR,FR,France,Europe,-2.06310844421387,48.6305503845215,Dinard
30000542,EPL,FR,France,Europe,6.44000005722046,48.1800003051758,Epinal
30000661,GNB,FR,France,Europe,5.7316141128540039,45.194259643554688,Grenoble
30000941,LRH,FR,France,Europe,-1.1536400318145752,46.158100128173828,La Rochelle
30000982,LEH,FR,France,Europe,0.119999997317791,49.5,Le Havre
30000983,LME,FR,France,Europe,0.20000000298023224,48.0,Le Mans
30001005,LIL,FR,France,Europe,3.06301689147949,50.6371841430664,Lille
30001010,LIG,FR,France,Europe,1.26174604892731,45.8285217285156,Limoges
30001032,LRT,FR,France,Europe,-3.36628794670105,47.7500686645508,Lorient
30001037,LDE,FR,France,Europe,-0.0500000007450581,43.0999984741211,Lourdes
30001052,LYS,FR,France,Europe,4.8299999237060547,45.7599983215332,Lyon
30001056,QNX,FR,France,Europe,4.83337116241455,46.3091278076172,Macon
30001096,MRS,FR,France,Europe,5.369999885559082,43.310001373291016,Marseille
30001134,ETZ,FR,France,Europe,6.309089183807373,49.145156860351562,Metz
30001171,XMK,FR,France,Europe,4.7509303092956543,44.558689117431641,Montelimar
30001178,MPL,FR,France,Europe,3.87926888465881,43.608528137207,Montpellier
30001195,MLH,FR,France,Europe,7.3397798538208008,47.749492645263672,Mulhouse
30001221,NTE,FR,France,Europe,-1.5567270517349243,47.216796875,Nantes
30001259,NCE,FR,France,Europe,7.2699999809265137,43.700000762939453,Nice
30001261,FNI,FR,France,Europe,4.3499999046325684,43.840000152587891,Nimes
30001350,PAR,FR,France,Europe,2.3509659767150879,48.856559753417969,Paris
30001359,PUF,FR,France,Europe,-0.3743630051612854,43.297519683837891,Pau
30001372,PGX,FR,France,Europe,0.72183501720428467,45.186798095703125,Perigueux
30001374,PGF,FR,France,Europe,2.89415001869202,42.7015724182129,Perpignan
30001402,PIS,FR,France,Europe,0.34264799952507019,46.586986541748047,Poitiers
30001477,UIP,FR,France,Europe,-4.1100001335144,47.9900016784668,Quimper
30001496,RHE,FR,France,Europe,4.033109188079834,49.256591796875,Reims
30001497,RNS,FR,France,Europe,-1.6802300214767456,48.111736297607422,Rennes
30001521,RCO,FR,France,Europe,-0.975673973560333,45.9450340270996,Rochefort
30001529,RDZ,FR,France,Europe,2.57350993156433,44.3509254455566,Rodez
30001542,URO,FR,France,Europe,1.09849202632904,49.4423675537109,Rouen
30001552,EBU,FR,France,Europe,4.38783121109009,45.4396362304688,St Etienne
30001732,SXB,FR,France,Europe,7.74383783340454,48.5829582214355,Strasbourg
30001820,TLN,FR,France,Europe,5.93111181259155,43.1251602172852,Toulon
30001821,TLS,FR,France,Europe,1.4430069923400879,43.604362487792969,Toulouse
30001822,TUF,FR,France,Europe,0.68885201215744,47.3902931213379,Tours
30001836,QYR,FR,France,Europe,4.074800968170166,48.297470092773438,Troyes
30001877,VAF,FR,France,Europe,4.8903498649597168,44.930595397949219,Valence
